name,description,ac,hp_formula,hp_avg,speed,str,dex,con,int,wis,cha,challenge,xp,size,mob_type,alignment,melee_mod,ranged_mod,attack1,attack1_range,attack1_dmg,attack2,attack2_range,attack2_dmg,attack3,attack3_range,attack3_dmg,source,notes,languages
Werewolf,"A fearsome shapechanger cursed to transform into a ravenous wolf-human hybrid under the full moon, often preying on the innocent.",11,11d8+22,72,30 ft. (40 ft. in wolf form),15,13,14,10,11,10,3,700,Medium,Humanoid,chaotic evil,+4,,Scimitar,5 ft.,1d6+2 slashing,Claws,5 ft.,2d4+2 slashing,Bite,5 ft.,1d8+2 piercing,,,Common
White Dragon Wyrmling,"A juvenile white dragon, small but fearsome, characterized by its icy breath and predatory nature in frigid landscapes.",17,7d8+14,46,"30 ft., burrow 15 ft., fly 60 ft.",14,10,14,5,11,8,2,450,Medium,Dragon,chaotic evil,+4,,Bite,5 ft.,1d8+2 piercing,,,,,,,,,Draconic
Wight,"An undead creature animated by dark magic, consumed by envy and a lust for life, able to drain the vitality from its victims.",14,6d8+12,39,30 ft.,13,13,14,10,13,15,3,700,Medium,Undead,neutral evil,+4,+3,Life Drain,5 ft.,3d6+2 necrotic,Longsword,5 ft.,1d8+1 slashing,Longbow,150/600 ft.,1d8+1 piercing,,,Common
Will-o'-Wisp,"A malevolent, phosphorescent light that preys on the dying, draining their life energy to sustain its own unnatural existence.",18,4d4,10,"0 ft., fly 50 ft. (hover)",1,28,10,13,14,11,2,450,Tiny,Undead,chaotic evil,+4,,Life Drain,5 ft.,4d8 necrotic,,,,,,,,,Common
Winged Kobold,"A kobold variant with leathery wings, allowing it to harass enemies from above with its sling or drop rocks from the sky.",12,2d6,7,"30 ft., fly 30 ft.",7,15,9,8,7,8,0.25,50,Small,Humanoid,lawful evil,+4,+4,Dagger,5 ft.,1d4+2 piercing,Sling,30/120 ft.,1d4+2 bludgeoning,,,,,,"Common, Draconic"
Winter Wolf,"A monstrous, intelligent wolf with a coat of white fur, possessing the ability to exhale a cone of deadly frost.",13,10d10+30,85,50 ft.,18,13,16,7,12,8,3,700,Large,Monstrosity,neutral evil,+6,,Bite,5 ft.,2d6+4 piercing,,,,,,,,,"Common, Giant, Sylvan"
Wolf,"A common predator of the wild, known for its keen senses, pack tactics, and ability to knock foes prone with its bite.",13,2d8+2,11,40 ft.,12,15,12,3,12,6,0.25,50,Medium,Beast,unaligned,+4,,Bite,5 ft.,2d4+2 piercing,,,,,,,,,
Worg,"A vicious, intelligent wolf-like creature, often ridden by goblins or hobgoblins, known for its predatory cunning and ability to speak.",13,4d10+4,26,50 ft.,16,13,13,7,11,8,0.5,100,Large,Monstrosity,chaotic evil,+5,,Bite,5 ft.,2d6+3 piercing,,,,,,,,,"Goblin, Worg"
Wraith,"A malevolent undead spirit, drawn from creatures that died in utter darkness or despair, capable of draining the life force from its victims.",13,7d8+21,52,"0 ft., fly 60 ft. (hover)",6,16,16,12,14,15,5,1800,Medium,Undead,neutral evil,+5,,Life Drain,5 ft.,4d8+3 necrotic,,,,,,,,,Common
Wyvern,"A large, reptilian monster with a venomous stinger, often mistaken for a dragon, known for its territorial nature and savage attacks.",13,7d10+21,60,"20 ft., fly 80 ft.",19,10,16,5,12,6,6,2300,Large,Dragon,unaligned,+7,,Bite,10 ft.,2d6+4 piercing,Claws,5 ft.,2d6+4 slashing,Sting,10 ft.,2d6+4 piercing + 4d6 poison,,,
Xorn,"Earth elementals that can burrow through solid rock and have a hunger for precious metals and gems. 
Multiattack - The xorn makes three claw attacks and one bite attack
Earth Glide
Stone Camouflage
Treasure Sense",19,7d8+21,52,"30 ft., burrow 20 ft.",17,10,17,11,10,11,5,1800,Large,elemental,neutral,+6,,Bite,5 ft.,3d6+3 piercing,Claw,5 ft.,1d6+3 slashing,,,,,,Terran
Yeti,"A fearsome, ape-like beast that dwells in icy wastes, known for its chilling gaze and deadly claws.",11,8d8+24,60,"40 ft., climb 40 ft.",18,13,16,6,13,7,3,700,Large,monstrosity,chaotic evil,+6,,Claw,5 ft.,2d6+4 slashing plus 1d6 cold,,,,,,,,,Yeti
Yochlol,"A treacherous handmaiden of Lolth, this demon can assume the form of a giant spider or a cloud of noxious gas.",15,10d8+30,75,"30 ft., climb 30 ft.",10,14,16,13,15,15,10,5900,Medium,fiend,chaotic evil,+7,,Tentacle,10 ft.,2d8+2 bludgeoning plus 3d6 poison,,,,,,,,,"Abyssal, Elvish, Undercommon"
Young Black Dragon,"A cruel and territorial acidic dragon, often found in desolate swamps and marshes, delighting in the suffering of others.",18,13d10+39,110,"40 ft., fly 80 ft., swim 40 ft.",19,14,17,12,11,15,7,2900,Large,dragon,chaotic evil,+7,,Bite,10 ft.,2d10+4 piercing,Claw,5 ft.,2d6+4 slashing,,,,,,"Common, Draconic"
Young Blue Dragon,"Vain and territorial desert predators, these dragons favor dry, hot climates and strike with devastating lightning breath.",18,14d10+56,133,"40 ft., burrow 20 ft., fly 80 ft.",21,10,19,14,13,17,9,5000,Large,dragon,lawful evil,+9,,Bite,10 ft.,2d10+5 piercing,Claw,5 ft.,2d6+5 slashing,,,,,,"Common, Draconic"
Young Brass Dragon,"Gregarious and talkative desert dwellers, these benevolent dragons are known for their scorching breath and endless conversations.",17,13d10+39,110,"40 ft., burrow 20 ft., fly 80 ft.",19,10,17,12,11,15,6,2300,Large,dragon,chaotic good,+7,,Bite,10 ft.,2d10+4 piercing,Claw,5 ft.,2d6+4 slashing,,,,,,"Common, Draconic"
Young Bronze Dragon,"Honorable and curious inhabitants of coastal regions, these dragons protect ships and battle evil, wielding a powerful lightning breath.",18,13d10+52,124,"40 ft., fly 80 ft., swim 30 ft.",21,10,19,14,13,17,8,3900,Large,dragon,lawful good,+9,,Bite,10 ft.,2d10+5 piercing,Claw,5 ft.,2d6+5 slashing,,,,,,"Common, Draconic"
Young Copper Dragon,"Playful and cunning dwellers of rocky hills, these trickster dragons love riddles, pranks, and a good laugh, incapacitating foes with acid.",17,13d10+39,110,"40 ft., climb 40 ft., fly 80 ft.",19,12,17,14,11,13,7,2900,Large,dragon,chaotic good,+7,,Bite,10 ft.,2d10+4 piercing,Claw,5 ft.,2d6+4 slashing,,,,,,"Common, Draconic"
Young Gold Dragon,"Majestic and unwavering champions of justice, these dragons hide in humanoid form, fighting evil with fire and a keen intellect.",18,17d10+68,162,"40 ft., fly 80 ft., swim 40 ft.",23,14,19,16,13,18,10,5900,Large,dragon,lawful good,+10,,Bite,10 ft.,2d10+6 piercing,Claw,5 ft.,2d6+6 slashing,,,,,,"Common, Draconic"
Young Green Dragon,"Malicious and territorial forest dwellers, these cunning dragons use poison breath and clever tactics to dominate their woodland domains.",18,13d10+39,110,"40 ft., fly 80 ft., swim 40 ft.",19,12,17,16,13,15,8,3900,Large,dragon,lawful evil,+7,,Bite,10 ft.,2d10+4 piercing,Claw,5 ft.,2d6+4 slashing,,,,,,"Common, Draconic"
Young Red Dragon,"A cruel and greedy predator, a young red dragon already possesses formidable power, hoarding treasure and incinerating anything that stands in its way.",18,17d10+68,162,"40 ft., climb 40 ft., fly 80 ft.",23,10,19,14,11,18,10,5900,Large,dragon,chaotic evil,+10,,Bite,10 ft.,2d10+6 piercing,Claw,5 ft.,2d6+6 slashing,,,,,,"Common, Draconic"
Young Red Shadow Dragon,"A sinister variant of the already fearsome red dragon, this creature lurks in shadows, drawing power from them to further its malevolent schemes and fiery devastation.",18,17d10+68,162,"40 ft., climb 40 ft., fly 80 ft.",23,10,19,14,11,18,10,5900,Large,dragon,chaotic evil,+10,,Bite,10 ft.,2d10+6 piercing,Claw,5 ft.,2d6+6 slashing,,,,,,"Common, Draconic"
Young Remorhaz,"A young remorhaz is a colossal, insect-like predator of icy regions, capable of generating intense heat within its body to melt snow and ice or incinerate its prey.",15,10d10+40,95,"30 ft., burrow 20 ft.",18,13,18,3,10,5,6,2300,Large,monstrosity,unaligned,+7,,Bite,10 ft.,2d10+4 piercing plus 2d6 fire,,,,,,,,,
Young Silver Dragon,"A benevolent and often gregarious creature, a young silver dragon delights in the company of humanoids, often assuming a humanoid form to interact with them and fight against evil.",17,16d10+64,152,"40 ft., fly 80 ft.",23,10,19,12,11,16,9,5000,Large,dragon,lawful good,+10,,Bite,10 ft.,2d10+6 piercing,Claw,5 ft.,2d6+6 slashing,,,,,,"Common, Draconic"
Young White Dragon,"The least intelligent but most savage of the chromatic dragons, a young white dragon is a frigid, predatory beast that rules over icy wastes and mercilessly hunts any trespassers.",17,13d10+39,110,"40 ft., burrow 20 ft., fly 80 ft., swim 40 ft.",18,10,16,5,11,12,6,2300,Large,dragon,chaotic evil,+7,,Bite,10 ft.,2d10+4 piercing,Claw,5 ft.,2d6+4 slashing,,,,,,"Common, Draconic"
Yuan-ti Abomination,"A terrifying leader among its kind, the yuan-ti abomination is a large, serpentine humanoid, fully imbued with the corrupting influence of the yuan-ti's dark gods.",16,14d10+42,119,"40 ft., swim 30 ft.",19,16,16,17,15,18,7,2900,Large,monstrosity,neutral evil,+7,+6,Scimitar,5 ft.,2d6+4 slashing,Constrict,10 ft.,2d6+4 bludgeoning,Longbow,150/600 ft.,1d8+3 piercing,,,"Abyssal, Common, Draconic"
Yuan-ti Malison,"The most common and diverse type of yuan-ti, malisons are hybrid serpent-humanoids that possess various snake-like features and magical abilities.",13,7d8+7,38,30 ft.,16,14,13,14,12,16,3,700,Medium,monstrosity,neutral evil,+5,+5,Scimitar,5 ft.,1d6+3 slashing,Shortbow,80/320 ft.,1d6+2 piercing,,,,,,"Abyssal, Common, Draconic"
Yuan-ti Pureblood,"Appearing almost entirely human with only subtle serpentine features, yuan-ti purebloods are spies and infiltrators, often blending into humanoid societies.",11,5d8+5,28,30 ft.,11,12,13,13,12,14,0.25,50,Medium,monstrosity,neutral evil,+3,+3,Scimitar,5 ft.,1d6+1 slashing,Shortbow,80/320 ft.,1d6+1 piercing,,,,,,"Abyssal, Common, Draconic"
Zombie,,8,3d8+9,22,20,13,6,16,3,6,5,0.25,50,Medium,Undead,Neutral Evil,3,,1d6+1,5,Bludgeoning,,,,,,,GemDMD Sheet,unknown,
